Country,Land_Use,habitat_id,habitat,species_group,abs_CF_cty
Netherlands,pasture,10,Pasture_Minimal,Mammals,4.66E-14
Netherlands,pasture,10,Pasture_Minimal,Plants,2.36E-13
Netherlands,pasture,9,Pasture_Light,Plants,1.21E-12
Netherlands,pasture,8,Pasture_Intense,Plants,1.75E-12
Netherlands,pasture,10,Pasture_Minimal,Reptiles,1.92E-15
Netherlands,pasture,8.5,Pasture_LightIntense,Reptiles,2.19E-15
Belgium,cropland,11.5,Plantation_LightIntense,Amphibians,7.58E-15
Belgium,cropland,15,Urban_Light,Amphibians,5.10E-15
Belgium,cropland,14,Urban_Intense,Amphibians,5.69E-15
Belgium,cropland,2.5,Cropland_LightIntense,Amphibians,5.15E-15
Belgium,cropland,4,Cropland_Minimal,Amphibians,4.34E-15
Belgium,cropland,16,Urban_Minimal,Amphibians,4.42E-15
Belgium,cropland,13,Plantation_Minimal,Amphibians,7.23E-16
Belgium,cropland,4,Cropland_Minimal,Birds,1.13E-13
Belgium,cropland,11.5,Plantation_LightIntense,Birds,1.67E-13
Belgium,cropland,14,Urban_Intense,Birds,1.64E-13
Dominican Republic,cropland,2.5,Cropland_LightIntense,Birds,2.00E-12
Belgium,cropland,13,Plantation_Minimal,Birds,1.59E-14
Belgium,cropland,16,Urban_Minimal,Birds,1.50E-13
Belgium,cropland,15,Urban_Light,Birds,1.57E-13
Belgium,cropland,2.5,Cropland_LightIntense,Mammals,7.35E-14
Belgium,cropland,16,Urban_Minimal,Mammals,6.35E-14
Belgium,cropland,11.5,Plantation_LightIntense,Mammals,8.23E-14
Belgium,cropland,15,Urban_Light,Mammals,7.06E-14
Belgium,cropland,14,Urban_Intense,Mammals,7.69E-14
Belgium,cropland,4,Cropland_Minimal,Mammals,6.51E-14
Belgium,cropland,13,Plantation_Minimal,Mammals,7.84E-15
Belgium,cropland,14,Urban_Intense,Plants,1.96E-12
Belgium,cropland,4,Cropland_Minimal,Plants,1.61E-12
Kenya,cropland,2,Cropland_Intense,Plants,2.04E-11
Belgium,cropland,12.5,Plantation_MinimalLight,Plants,1.44E-12
Belgium,cropland,16,Urban_Minimal,Plants,0
Belgium,cropland,11,Plantation_Intense,Plants,2.49E-12
Jersey,cropland,3,Cropland_Light,Plants,1.75E-12
Belgium,cropland,15,Urban_Light,Plants,7.01E-14
Belgium,cropland,11.5,Plantation_LightIntense,Reptiles,3.31E-15
Belgium,cropland,16,Urban_Minimal,Reptiles,3.60E-15
Belgium,cropland,2.5,Cropland_LightIntense,Reptiles,2.90E-15
Belgium,cropland,14,Urban_Intense,Reptiles,3.76E-15
Belgium,cropland,15,Urban_Light,Reptiles,3.68E-15
Belgium,cropland,13,Plantation_Minimal,Reptiles,3.15E-16
Belgium,cropland,4,Cropland_Minimal,Reptiles,2.60E-15
Denmark,cropland,11.5,Plantation_LightIntense,Amphibians,3.09E-15
Denmark,cropland,15,Urban_Light,Amphibians,2.10E-15
Denmark,cropland,14,Urban_Intense,Amphibians,2.33E-15
Denmark,cropland,2.5,Cropland_LightIntense,Amphibians,2.12E-15
Denmark,cropland,4,Cropland_Minimal,Amphibians,1.82E-15
Denmark,cropland,16,Urban_Minimal,Amphibians,1.82E-15
Denmark,cropland,13,Plantation_Minimal,Amphibians,2.95E-16
Denmark,cropland,4,Cropland_Minimal,Birds,6.44E-14
Denmark,cropland,11.5,Plantation_LightIntense,Birds,9.50E-14
Denmark,cropland,14,Urban_Intense,Birds,9.29E-14
Brazil,cropland,2.5,Cropland_LightIntense,Birds,1.89E-12
Denmark,cropland,13,Plantation_Minimal,Birds,9.04E-15
Denmark,cropland,16,Urban_Minimal,Birds,8.41E-14
Denmark,cropland,15,Urban_Light,Birds,8.86E-14
Denmark,cropland,2.5,Cropland_LightIntense,Mammals,3.03E-14
Denmark,cropland,16,Urban_Minimal,Mammals,2.59E-14
Denmark,cropland,11.5,Plantation_LightIntense,Mammals,3.49E-14
Denmark,cropland,15,Urban_Light,Mammals,2.90E-14
Denmark,cropland,14,Urban_Intense,Mammals,3.17E-14
Denmark,cropland,4,Cropland_Minimal,Mammals,2.72E-14
Denmark,cropland,13,Plantation_Minimal,Mammals,3.32E-15
Denmark,cropland,14,Urban_Intense,Plants,8.22E-13
Denmark,cropland,4,Cropland_Minimal,Plants,6.75E-13
Albania,cropland,2,Cropland_Intense,Plants,1.95E-11
Denmark,cropland,12.5,Plantation_MinimalLight,Plants,6.02E-13
Denmark,cropland,16,Urban_Minimal,Plants,0
Denmark,cropland,11,Plantation_Intense,Plants,1.04E-12
Netherlands,cropland,3,Cropland_Light,Plants,1.75E-12
Denmark,cropland,15,Urban_Light,Plants,2.93E-14
Denmark,cropland,11.5,Plantation_LightIntense,Reptiles,9.01E-16
Denmark,cropland,16,Urban_Minimal,Reptiles,9.75E-16
Denmark,cropland,2.5,Cropland_LightIntense,Reptiles,7.87E-16
Denmark,cropland,14,Urban_Intense,Reptiles,1.02E-15
Denmark,cropland,15,Urban_Light,Reptiles,9.95E-16
Denmark,cropland,13,Plantation_Minimal,Reptiles,8.57E-17
Denmark,cropland,4,Cropland_Minimal,Reptiles,7.20E-16
Jersey,cropland,11.5,Plantation_LightIntense,Amphibians,7.48E-15
Jersey,cropland,15,Urban_Light,Amphibians,5.04E-15
Jersey,cropland,14,Urban_Intense,Amphibians,5.61E-15
Jersey,cropland,2.5,Cropland_LightIntense,Amphibians,5.08E-15
Jersey,cropland,4,Cropland_Minimal,Amphibians,4.37E-15
Jersey,cropland,16,Urban_Minimal,Amphibians,4.37E-15
Jersey,cropland,13,Plantation_Minimal,Amphibians,7.13E-16
Jersey,cropland,4,Cropland_Minimal,Birds,1.17E-13
Jersey,cropland,11.5,Plantation_LightIntense,Birds,1.71E-13
Jersey,cropland,14,Urban_Intense,Birds,1.68E-13
Zambia,cropland,2.5,Cropland_LightIntense,Birds,1.83E-12
Jersey,cropland,13,Plantation_Minimal,Birds,1.62E-14
Jersey,cropland,16,Urban_Minimal,Birds,1.53E-13
Jersey,cropland,15,Urban_Light,Birds,1.61E-13
Jersey,cropland,2.5,Cropland_LightIntense,Mammals,7.29E-14
Jersey,cropland,16,Urban_Minimal,Mammals,6.31E-14
Jersey,cropland,11.5,Plantation_LightIntense,Mammals,8.16E-14
Jersey,cropland,15,Urban_Light,Mammals,7.01E-14
Jersey,cropland,14,Urban_Intense,Mammals,7.64E-14
Jersey,cropland,4,Cropland_Minimal,Mammals,6.58E-14
Jersey,cropland,13,Plantation_Minimal,Mammals,7.78E-15
Jersey,cropland,14,Urban_Intense,Plants,1.89E-12
Jersey,cropland,4,Cropland_Minimal,Plants,1.55E-12
Lebanon,cropland,2,Cropland_Intense,Plants,1.94E-11
Jersey,cropland,12.5,Plantation_MinimalLight,Plants,1.38E-12
Jersey,cropland,16,Urban_Minimal,Plants,0
Jersey,cropland,11,Plantation_Intense,Plants,2.39E-12
Niger,cropland,3,Cropland_Light,Plants,1.75E-12
Jersey,cropland,15,Urban_Light,Plants,6.75E-14
Jersey,cropland,11.5,Plantation_LightIntense,Reptiles,3.31E-15
Jersey,cropland,16,Urban_Minimal,Reptiles,3.60E-15
Jersey,cropland,2.5,Cropland_LightIntense,Reptiles,2.90E-15
Jersey,cropland,14,Urban_Intense,Reptiles,3.76E-15
Jersey,cropland,15,Urban_Light,Reptiles,3.68E-15
Jersey,cropland,13,Plantation_Minimal,Reptiles,3.15E-16
Jersey,cropland,4,Cropland_Minimal,Reptiles,2.64E-15
Netherlands,cropland,11.5,Plantation_LightIntense,Amphibians,7.48E-15
Netherlands,cropland,15,Urban_Light,Amphibians,5.04E-15
Netherlands,cropland,14,Urban_Intense,Amphibians,5.61E-15
Netherlands,cropland,2.5,Cropland_LightIntense,Amphibians,5.08E-15
Netherlands,cropland,4,Cropland_Minimal,Amphibians,4.37E-15
Netherlands,cropland,16,Urban_Minimal,Amphibians,4.37E-15
Netherlands,cropland,13,Plantation_Minimal,Amphibians,7.13E-16
Netherlands,cropland,4,Cropland_Minimal,Birds,1.17E-13
Netherlands,cropland,11.5,Plantation_LightIntense,Birds,1.71E-13
Netherlands,cropland,14,Urban_Intense,Birds,1.68E-13
Laos,cropland,2.5,Cropland_LightIntense,Birds,1.83E-12
Netherlands,cropland,13,Plantation_Minimal,Birds,1.62E-14
Netherlands,cropland,16,Urban_Minimal,Birds,1.53E-13
Netherlands,cropland,15,Urban_Light,Birds,1.61E-13
Netherlands,cropland,2.5,Cropland_LightIntense,Mammals,7.29E-14
Netherlands,cropland,16,Urban_Minimal,Mammals,6.31E-14
Netherlands,cropland,11.5,Plantation_LightIntense,Mammals,8.16E-14
Netherlands,cropland,15,Urban_Light,Mammals,7.01E-14
Netherlands,cropland,14,Urban_Intense,Mammals,7.64E-14
Netherlands,cropland,4,Cropland_Minimal,Mammals,6.58E-14
Netherlands,cropland,13,Plantation_Minimal,Mammals,7.78E-15
Netherlands,cropland,14,Urban_Intense,Plants,1.89E-12
Netherlands,cropland,4,Cropland_Minimal,Plants,1.55E-12
Zambia,cropland,2,Cropland_Intense,Plants,1.90E-11
Netherlands,cropland,12.5,Plantation_MinimalLight,Plants,1.38E-12
Netherlands,cropland,16,Urban_Minimal,Plants,0
Netherlands,cropland,11,Plantation_Intense,Plants,2.39E-12
New Zealand,cropland,3,Cropland_Light,Plants,1.79E-12
Netherlands,cropland,15,Urban_Light,Plants,6.75E-14
Netherlands,cropland,11.5,Plantation_LightIntense,Reptiles,3.31E-15
Netherlands,cropland,16,Urban_Minimal,Reptiles,3.60E-15
Netherlands,cropland,2.5,Cropland_LightIntense,Reptiles,2.90E-15
Netherlands,cropland,14,Urban_Intense,Reptiles,3.76E-15
Netherlands,cropland,15,Urban_Light,Reptiles,3.68E-15
Netherlands,cropland,13,Plantation_Minimal,Reptiles,3.15E-16
Netherlands,cropland,4,Cropland_Minimal,Reptiles,2.64E-15
Azerbaijan,pasture,8.5,Pasture_LightIntense,Amphibians,7.97E-15
Azerbaijan,pasture,10,Pasture_Minimal,Amphibians,7.52E-15
Azerbaijan,pasture,8.5,Pasture_LightIntense,Birds,1.15E-13
Azerbaijan,pasture,10,Pasture_Minimal,Birds,1.09E-13
Azerbaijan,pasture,10,Pasture_Minimal,Mammals,4.80E-13
Azerbaijan,pasture,8.5,Pasture_LightIntense,Mammals,5.08E-13
Azerbaijan,pasture,9,Pasture_Light,Plants,4.33E-12
Azerbaijan,pasture,8,Pasture_Intense,Plants,6.25E-12
Azerbaijan,pasture,10,Pasture_Minimal,Plants,8.42E-13
Azerbaijan,pasture,8.5,Pasture_LightIntense,Reptiles,4.68E-13
Azerbaijan,pasture,10,Pasture_Minimal,Reptiles,4.52E-13
Georgia,pasture,8.5,Pasture_LightIntense,Amphibians,1.05E-14
Georgia,pasture,10,Pasture_Minimal,Amphibians,9.96E-15
Georgia,pasture,8.5,Pasture_LightIntense,Birds,1.28E-13
Georgia,pasture,10,Pasture_Minimal,Birds,1.22E-13
Georgia,pasture,10,Pasture_Minimal,Mammals,6.58E-13
Georgia,pasture,8.5,Pasture_LightIntense,Mammals,6.96E-13
Georgia,pasture,9,Pasture_Light,Plants,6.81E-12
Georgia,pasture,8,Pasture_Intense,Plants,9.83E-12
Georgia,pasture,10,Pasture_Minimal,Plants,1.32E-12
Georgia,pasture,8.5,Pasture_LightIntense,Reptiles,7.50E-13
Georgia,pasture,10,Pasture_Minimal,Reptiles,7.24E-13
Azerbaijan,cropland,14,Urban_Intense,Amphibians,4.24E-15
Azerbaijan,cropland,11.5,Plantation_LightIntense,Amphibians,4.90E-15
Azerbaijan,cropland,15,Urban_Light,Amphibians,3.46E-15
Azerbaijan,cropland,13,Plantation_Minimal,Amphibians,4.67E-16
Azerbaijan,cropland,4,Cropland_Minimal,Amphibians,2.72E-15
Azerbaijan,cropland,16,Urban_Minimal,Amphibians,3.19E-15
Azerbaijan,cropland,2.5,Cropland_LightIntense,Amphibians,3.10E-15
Ethiopia,cropland,2.5,Cropland_LightIntense,Birds,1.77E-12
Azerbaijan,cropland,4,Cropland_Minimal,Birds,7.47E-14
Azerbaijan,cropland,11.5,Plantation_LightIntense,Birds,1.05E-13
Azerbaijan,cropland,13,Plantation_Minimal,Birds,9.97E-15
Azerbaijan,cropland,15,Urban_Light,Birds,1.05E-13
Azerbaijan,cropland,16,Urban_Minimal,Birds,9.99E-14
Azerbaijan,cropland,14,Urban_Intense,Birds,1.11E-13
Azerbaijan,cropland,14,Urban_Intense,Mammals,3.52E-13
Azerbaijan,cropland,16,Urban_Minimal,Mammals,3.02E-13
Azerbaijan,cropland,2.5,Cropland_LightIntense,Mammals,3.18E-13
Azerbaijan,cropland,15,Urban_Light,Mammals,3.27E-13
Azerbaijan,cropland,11.5,Plantation_LightIntense,Mammals,2.81E-13
Azerbaijan,cropland,4,Cropland_Minimal,Mammals,2.90E-13
Azerbaijan,cropland,13,Plantation_Minimal,Mammals,2.68E-14
Azerbaijan,cropland,15,Urban_Light,Plants,1.09E-13
Belgium,cropland,3,Cropland_Light,Plants,1.82E-12
Azerbaijan,cropland,12.5,Plantation_MinimalLight,Plants,1.10E-12
Azerbaijan,cropland,11,Plantation_Intense,Plants,1.91E-12
Azerbaijan,cropland,16,Urban_Minimal,Plants,0
Azerbaijan,cropland,14,Urban_Intense,Plants,3.05E-12
Bhutan,cropland,2,Cropland_Intense,Plants,1.90E-11
Azerbaijan,cropland,4,Cropland_Minimal,Plants,2.51E-12
Azerbaijan,cropland,14,Urban_Intense,Reptiles,1.65E-13
Azerbaijan,cropland,2.5,Cropland_LightIntense,Reptiles,1.46E-13
Azerbaijan,cropland,15,Urban_Light,Reptiles,1.62E-13
Azerbaijan,cropland,11.5,Plantation_LightIntense,Reptiles,1.37E-13
Azerbaijan,cropland,13,Plantation_Minimal,Reptiles,1.31E-14
Azerbaijan,cropland,16,Urban_Minimal,Reptiles,1.60E-13
Azerbaijan,cropland,4,Cropland_Minimal,Reptiles,1.41E-13
Georgia,cropland,14,Urban_Intense,Amphibians,1.26E-14
Georgia,cropland,11.5,Plantation_LightIntense,Amphibians,1.45E-14
Georgia,cropland,15,Urban_Light,Amphibians,1.17E-14
Georgia,cropland,13,Plantation_Minimal,Amphibians,1.38E-15
Georgia,cropland,4,Cropland_Minimal,Amphibians,9.85E-15
Georgia,cropland,16,Urban_Minimal,Amphibians,1.06E-14
Georgia,cropland,2.5,Cropland_LightIntense,Amphibians,1.12E-14
Cameroon,cropland,2.5,Cropland_LightIntense,Birds,1.76E-12
Georgia,cropland,4,Cropland_Minimal,Birds,8.67E-14
Georgia,cropland,11.5,Plantation_LightIntense,Birds,1.12E-13
Georgia,cropland,13,Plantation_Minimal,Birds,1.07E-14
Georgia,cropland,15,Urban_Light,Birds,1.20E-13
Georgia,cropland,16,Urban_Minimal,Birds,1.14E-13
Georgia,cropland,14,Urban_Intense,Birds,1.25E-13
Georgia,cropland,14,Urban_Intense,Mammals,5.81E-13
Georgia,cropland,16,Urban_Minimal,Mammals,5.12E-13
Georgia,cropland,2.5,Cropland_LightIntense,Mammals,5.31E-13
Georgia,cropland,15,Urban_Light,Mammals,5.49E-13
Georgia,cropland,11.5,Plantation_LightIntense,Mammals,5.60E-13
Georgia,cropland,4,Cropland_Minimal,Mammals,4.87E-13
Georgia,cropland,13,Plantation_Minimal,Mammals,5.34E-14
Georgia,cropland,15,Urban_Light,Plants,2.81E-13
Germany,cropland,3,Cropland_Light,Plants,2.04E-12
Georgia,cropland,12.5,Plantation_MinimalLight,Plants,5.14E-12
Georgia,cropland,11,Plantation_Intense,Plants,8.90E-12
Georgia,cropland,16,Urban_Minimal,Plants,0
Georgia,cropland,14,Urban_Intense,Plants,7.89E-12
Cuba,cropland,2,Cropland_Intense,Plants,1.87E-11
Georgia,cropland,4,Cropland_Minimal,Plants,6.48E-12
Georgia,cropland,14,Urban_Intense,Reptiles,6.91E-13
Georgia,cropland,2.5,Cropland_LightIntense,Reptiles,6.11E-13
Georgia,cropland,15,Urban_Light,Reptiles,6.87E-13
Georgia,cropland,11.5,Plantation_LightIntense,Reptiles,5.83E-13
Georgia,cropland,13,Plantation_Minimal,Reptiles,5.57E-14
Georgia,cropland,16,Urban_Minimal,Reptiles,6.83E-13
Georgia,cropland,4,Cropland_Minimal,Reptiles,5.91E-13
Azores,pasture,8.5,Pasture_LightIntense,Amphibians,0
Azores,pasture,10,Pasture_Minimal,Amphibians,0
Azores,pasture,10,Pasture_Minimal,Birds,3.42E-14
Azores,pasture,8.5,Pasture_LightIntense,Birds,5.71E-14
Azores,pasture,10,Pasture_Minimal,Mammals,5.84E-16
Azores,pasture,8.5,Pasture_LightIntense,Mammals,9.73E-16
Azores,pasture,10,Pasture_Minimal,Plants,7.80E-14
Azores,pasture,9,Pasture_Light,Plants,4.01E-13
Azores,pasture,8,Pasture_Intense,Plants,5.81E-13
Azores,pasture,8.5,Pasture_LightIntense,Reptiles,0
Azores,pasture,10,Pasture_Minimal,Reptiles,0
Azores,cropland,13,Plantation_Minimal,Amphibians,0
Azores,cropland,11.5,Plantation_LightIntense,Amphibians,0
Azores,cropland,16,Urban_Minimal,Amphibians,0
Azores,cropland,2.5,Cropland_LightIntense,Amphibians,0
Azores,cropland,14,Urban_Intense,Amphibians,0
Azores,cropland,4,Cropland_Minimal,Amphibians,0
Azores,cropland,15,Urban_Light,Amphibians,0
Azores,cropland,15,Urban_Light,Birds,4.55E-14
Azores,cropland,14,Urban_Intense,Birds,8.29E-14
Azores,cropland,16,Urban_Minimal,Birds,0
Lesotho,cropland,2.5,Cropland_LightIntense,Birds,1.76E-12
Azores,cropland,4,Cropland_Minimal,Birds,1.96E-12
Azores,cropland,13,Plantation_Minimal,Birds,6.67E-15
Azores,cropland,11.5,Plantation_LightIntense,Birds,6.99E-14
Azores,cropland,16,Urban_Minimal,Mammals,0
Azores,cropland,13,Plantation_Minimal,Mammals,1.77E-16
Azores,cropland,2.5,Cropland_LightIntense,Mammals,1.45E-15
Azores,cropland,14,Urban_Intense,Mammals,1.95E-15
Azores,cropland,4,Cropland_Minimal,Mammals,7.49E-16
Azores,cropland,11.5,Plantation_LightIntense,Mammals,1.86E-15
Azores,cropland,15,Urban_Light,Mammals,1.07E-15
Azores,cropland,11,Plantation_Intense,Plants,6.73E-13
Azores,cropland,16,Urban_Minimal,Plants,0
Azores,cropland,15,Urban_Light,Plants,1.87E-14
Azores,cropland,14,Urban_Intense,Plants,5.25E-13
Romania,cropland,3,Cropland_Light,Plants,2.09E-12
Lesotho,cropland,2,Cropland_Intense,Plants,1.87E-11
Azores,cropland,12.5,Plantation_MinimalLight,Plants,3.89E-13
Azores,cropland,4,Cropland_Minimal,Plants,2.38E-11
Azores,cropland,4,Cropland_Minimal,Reptiles,0
Azores,cropland,16,Urban_Minimal,Reptiles,0
Azores,cropland,14,Urban_Intense,Reptiles,0
Azores,cropland,13,Plantation_Minimal,Reptiles,0
Azores,cropland,11.5,Plantation_LightIntense,Reptiles,0
Azores,cropland,2.5,Cropland_LightIntense,Reptiles,0
Azores,cropland,15,Urban_Light,Reptiles,0
Bahamas,pasture,10,Pasture_Minimal,Amphibians,5.92E-13
Bahamas,pasture,8.5,Pasture_LightIntense,Amphibians,6.18E-13
Bahamas,pasture,8.5,Pasture_LightIntense,Birds,4.45E-12
Bahamas,pasture,10,Pasture_Minimal,Birds,3.81E-12
Bahamas,pasture,8.5,Pasture_LightIntense,Mammals,2.24E-12
Bahamas,pasture,10,Pasture_Minimal,Mammals,2.24E-12
Bahamas,pasture,9,Pasture_Light,Plants,1.44E-12
Bahamas,pasture,8,Pasture_Intense,Plants,2.07E-12
Bahamas,pasture,10,Pasture_Minimal,Plants,2.79E-13
Bahamas,pasture,8.5,Pasture_LightIntense,Reptiles,1.19E-11
Bahamas,pasture,10,Pasture_Minimal,Reptiles,1.17E-11
Bahamas,cropland,2.5,Cropland_LightIntense,Amphibians,3.95E-13
Bahamas,cropland,4,Cropland_Minimal,Amphibians,3.75E-13
Bahamas,cropland,16,Urban_Minimal,Amphibians,3.81E-13
Bahamas,cropland,13,Plantation_Minimal,Amphibians,3.47E-14
Bahamas,cropland,15,Urban_Light,Amphibians,4.01E-13
Bahamas,cropland,11.5,Plantation_LightIntense,Amphibians,3.64E-13
Bahamas,cropland,14,Urban_Intense,Amphibians,4.17E-13
Bahamas,cropland,15,Urban_Light,Birds,1.24E-11
Bahamas,cropland,16,Urban_Minimal,Birds,1.83E-12
Bahamas,cropland,14,Urban_Intense,Birds,2.11E-11
Bahamas,cropland,11.5,Plantation_LightIntense,Birds,8.21E-12
Venezuela,cropland,2.5,Cropland_LightIntense,Birds,1.74E-12
Bahamas,cropland,13,Plantation_Minimal,Birds,7.81E-13
Bahamas,cropland,4,Cropland_Minimal,Birds,2.97E-12
Bahamas,cropland,13,Plantation_Minimal,Mammals,1.26E-13
Bahamas,cropland,4,Cropland_Minimal,Mammals,1.38E-12
Bahamas,cropland,15,Urban_Light,Mammals,1.14E-12
Bahamas,cropland,14,Urban_Intense,Mammals,1.20E-12
Bahamas,cropland,11.5,Plantation_LightIntense,Mammals,1.32E-12
Bahamas,cropland,16,Urban_Minimal,Mammals,1.07E-12
Bahamas,cropland,2.5,Cropland_LightIntense,Mammals,1.39E-12
Bahamas,cropland,12.5,Plantation_MinimalLight,Plants,2.35E-12
Bahamas,cropland,16,Urban_Minimal,Plants,0
Bahamas,cropland,11,Plantation_Intense,Plants,4.07E-12
Italy,cropland,2,Cropland_Intense,Plants,1.85E-11
Bahamas,cropland,3,Cropland_Light,Plants,2.11E-12
Bahamas,cropland,15,Urban_Light,Plants,1.94E-13
Bahamas,cropland,14,Urban_Intense,Plants,5.43E-12
Bahamas,cropland,4,Cropland_Minimal,Plants,1.87E-12
Bahamas,cropland,4,Cropland_Minimal,Reptiles,7.30E-12
Bahamas,cropland,2.5,Cropland_LightIntense,Reptiles,7.50E-12
Bahamas,cropland,13,Plantation_Minimal,Reptiles,7.63E-13
Bahamas,cropland,14,Urban_Intense,Reptiles,1.15E-11
Bahamas,cropland,15,Urban_Light,Reptiles,9.35E-12
Bahamas,cropland,11.5,Plantation_LightIntense,Reptiles,8.00E-12
Bahamas,cropland,16,Urban_Minimal,Reptiles,6.77E-12
Cuba,pasture,10,Pasture_Minimal,Amphibians,1.22E-12
Cuba,pasture,8.5,Pasture_LightIntense,Amphibians,1.27E-12
Cuba,pasture,10,Pasture_Minimal,Birds,2.90E-12
Cuba,pasture,8.5,Pasture_LightIntense,Birds,2.97E-12
Cuba,pasture,10,Pasture_Minimal,Mammals,6.22E-13
Cuba,pasture,8.5,Pasture_LightIntense,Mammals,6.23E-13
Cuba,pasture,9,Pasture_Light,Plants,7.01E-12
Cuba,pasture,8,Pasture_Intense,Plants,1.01E-11
Cuba,pasture,10,Pasture_Minimal,Plants,1.36E-12
Cuba,pasture,10,Pasture_Minimal,Reptiles,5.89E-12
Cuba,pasture,8.5,Pasture_LightIntense,Reptiles,6.06E-12
Dominican Republic,pasture,10,Pasture_Minimal,Amphibians,3.46E-12
Dominican Republic,pasture,8.5,Pasture_LightIntense,Amphibians,3.49E-12
Dominican Republic,pasture,10,Pasture_Minimal,Birds,2.45E-12
Dominican Republic,pasture,8.5,Pasture_LightIntense,Birds,2.50E-12
Dominican Republic,pasture,10,Pasture_Minimal,Mammals,1.54E-13
Dominican Republic,pasture,8.5,Pasture_LightIntense,Mammals,1.54E-13
Dominican Republic,pasture,9,Pasture_Light,Plants,1.89E-11
Dominican Republic,pasture,8,Pasture_Intense,Plants,2.73E-11
Dominican Republic,pasture,10,Pasture_Minimal,Plants,3.67E-12
Dominican Republic,pasture,10,Pasture_Minimal,Reptiles,1.51E-11
Dominican Republic,pasture,8.5,Pasture_LightIntense,Reptiles,1.52E-11
Guadeloupe,pasture,10,Pasture_Minimal,Amphibians,1.40E-13
Guadeloupe,pasture,8.5,Pasture_LightIntense,Amphibians,1.65E-13
Guadeloupe,pasture,10,Pasture_Minimal,Birds,7.06E-13
Guadeloupe,pasture,8.5,Pasture_LightIntense,Birds,8.24E-13
Guadeloupe,pasture,10,Pasture_Minimal,Mammals,4.37E-13
Guadeloupe,pasture,8.5,Pasture_LightIntense,Mammals,4.51E-13
Guadeloupe,pasture,9,Pasture_Light,Plants,9.09E-13
Guadeloupe,pasture,8,Pasture_Intense,Plants,1.32E-12
Guadeloupe,pasture,10,Pasture_Minimal,Plants,1.77E-13
Guadeloupe,pasture,10,Pasture_Minimal,Reptiles,2.33E-12
Guadeloupe,pasture,8.5,Pasture_LightIntense,Reptiles,2.49E-12
Haiti,pasture,10,Pasture_Minimal,Amphibians,3.38E-12
Haiti,pasture,8.5,Pasture_LightIntense,Amphibians,3.41E-12
Haiti,pasture,10,Pasture_Minimal,Birds,2.58E-12
Haiti,pasture,8.5,Pasture_LightIntense,Birds,2.62E-12
Haiti,pasture,10,Pasture_Minimal,Mammals,8.43E-14
Haiti,pasture,8.5,Pasture_LightIntense,Mammals,8.44E-14
Haiti,pasture,9,Pasture_Light,Plants,1.87E-11
Haiti,pasture,8,Pasture_Intense,Plants,2.69E-11
Haiti,pasture,10,Pasture_Minimal,Plants,3.62E-12
Haiti,pasture,10,Pasture_Minimal,Reptiles,1.53E-11
Haiti,pasture,8.5,Pasture_LightIntense,Reptiles,1.54E-11
Jamaica,pasture,10,Pasture_Minimal,Amphibians,3.34E-12
Jamaica,pasture,8.5,Pasture_LightIntense,Amphibians,3.34E-12
Jamaica,pasture,10,Pasture_Minimal,Birds,8.96E-12
Jamaica,pasture,8.5,Pasture_LightIntense,Birds,9.14E-12
Jamaica,pasture,10,Pasture_Minimal,Mammals,6.67E-13
Jamaica,pasture,8.5,Pasture_LightIntense,Mammals,6.71E-13
Jamaica,pasture,9,Pasture_Light,Plants,7.38E-11
Jamaica,pasture,8,Pasture_Intense,Plants,1.07E-10
Jamaica,pasture,10,Pasture_Minimal,Plants,1.44E-11
Jamaica,pasture,10,Pasture_Minimal,Reptiles,6.12E-12
Jamaica,pasture,8.5,Pasture_LightIntense,Reptiles,6.18E-12
Puerto Rico,pasture,10,Pasture_Minimal,Amphibians,2.14E-12
Puerto Rico,pasture,8.5,Pasture_LightIntense,Amphibians,3.54E-12
Puerto Rico,pasture,10,Pasture_Minimal,Birds,4.77E-12
Puerto Rico,pasture,8.5,Pasture_LightIntense,Birds,7.79E-12
Puerto Rico,pasture,10,Pasture_Minimal,Mammals,2.21E-13
Puerto Rico,pasture,8.5,Pasture_LightIntense,Mammals,2.46E-13
Puerto Rico,pasture,9,Pasture_Light,Plants,5.55E-11
Puerto Rico,pasture,8,Pasture_Intense,Plants,8.00E-11
Puerto Rico,pasture,10,Pasture_Minimal,Plants,1.08E-11
Puerto Rico,pasture,10,Pasture_Minimal,Reptiles,2.65E-12
Puerto Rico,pasture,8.5,Pasture_LightIntense,Reptiles,3.80E-12
Saint Kitts and Nevis,pasture,10,Pasture_Minimal,Amphibians,8.22E-13
Saint Kitts and Nevis,pasture,8.5,Pasture_LightIntense,Amphibians,8.58E-13
Saint Kitts and Nevis,pasture,10,Pasture_Minimal,Birds,4.05E-12
Saint Kitts and Nevis,pasture,8.5,Pasture_LightIntense,Birds,4.11E-12
Saint Kitts and Nevis,pasture,10,Pasture_Minimal,Mammals,3.11E-12
Saint Kitts and Nevis,pasture,8.5,Pasture_LightIntense,Mammals,3.11E-12
Saint Kitts and Nevis,pasture,9,Pasture_Light,Plants,1.04E-12
Saint Kitts and Nevis,pasture,8,Pasture_Intense,Plants,1.50E-12
Saint Kitts and Nevis,pasture,10,Pasture_Minimal,Plants,2.02E-13
Saint Kitts and Nevis,pasture,10,Pasture_Minimal,Reptiles,1.60E-11
Saint Kitts and Nevis,pasture,8.5,Pasture_LightIntense,Reptiles,1.61E-11
