RPC Code,RPC Name,Producer Country Name,Producer Country Code,Share,Waste,SUA Code
A.02.03.001,Tomatoes,Italy,IT,0.091,0.07,01234
A.02.03.001,Tomatoes,Netherlands,NL,0.024,0.07,01234
A.02.03.001,Tomatoes,Poland,PL,0.683,0.07,01234
A.02.03.001,Tomatoes,Portugal,PT,0.017,0.07,01234
A.02.03.001,Tomatoes,Spain,ES,0.087,0.07,01234
A.02.03.001,Tomatoes,USA,US,0.017,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),China,CN,0.062,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Greece,GR,0.019,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Italy,IT,0.091,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Netherlands,NL,0.024,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Poland,PL,0.683,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Portugal,PT,0.017,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),Spain,ES,0.087,0.07,01234
A.05.04.029,Ground cherries (physalis etc.),USA,US,0.017,0.07,01234
A.05.06.013,American persimmons,China,CN,0.062,0.07,01234
A.05.06.013,American persimmons,Greece,GR,0.019,0.07,01234
A.05.06.013,American persimmons,Italy,IT,0.091,0.07,01234
A.05.06.013,American persimmons,Netherlands,NL,0.024,0.07,01234
A.05.06.013,American persimmons,Poland,PL,0.683,0.07,01234
A.05.06.013,American persimmons,Portugal,PT,0.017,0.07,01234
A.05.06.013,American persimmons,Spain,ES,0.087,0.07,01234
A.05.06.013,American persimmons,USA,US,0.017,0.07,01234
A.04.03.012,Walnuts,Poland,PL,0.989,0.06,01376
A.04.03.012,Walnuts,USA,US,0.011,0.06,01376
A.01.02.001,Common wheat grain,France,FR,0.011,0.045,0111
A.01.02.001,Common wheat grain,Germany,DE,0.019,0.045,0111
A.01.02.001,Common wheat grain,Hungary,HU,0.02,0.045,0111
A.01.02.001,Common wheat grain,Czechia,CZ,0.023,0.045,0111
A.01.02.001,Common wheat grain,Poland,PL,0.9,0.045,0111
A.01.02.001,Common wheat grain,Slovakia,SK,0.027,0.045,0111
A.01.02.001.003,Common wheat grain,France,FR,0.011,0.045,0111
A.01.02.001.003,Common wheat grain,Germany,DE,0.019,0.045,0111
A.01.02.001.003,Common wheat grain,Hungary,HU,0.02,0.045,0111
A.01.02.001.003,Common wheat grain,Czechia,CZ,0.023,0.045,0111
A.01.02.001.003,Common wheat grain,Poland,PL,0.9,0.045,0111
A.01.02.001.003,Common wheat grain,Slovakia,SK,0.027,0.045,0111
A.01.02.001.004,Durum wheat grain,France,FR,0.011,0.045,0111
A.01.02.001.004,Durum wheat grain,Germany,DE,0.019,0.045,0111
A.01.02.001.004,Durum wheat grain,Hungary,HU,0.02,0.045,0111
A.01.02.001.004,Durum wheat grain,Czechia,CZ,0.023,0.045,0111
A.01.02.001.004,Durum wheat grain,Poland,PL,0.9,0.045,0111
A.01.02.001.004,Durum wheat grain,Slovakia,SK,0.027,0.045,0111
A.01.02.005,Spelt grain,France,FR,0.011,0.045,0111
A.01.02.005,Spelt grain,Germany,DE,0.019,0.045,0111
A.01.02.005,Spelt grain,Hungary,HU,0.02,0.045,0111
A.01.02.005,Spelt grain,Czechia,CZ,0.023,0.045,0111
A.01.02.005,Spelt grain,Poland,PL,0.9,0.045,0111
A.01.02.005,Spelt grain,Slovakia,SK,0.027,0.045,0111
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Argentina,AR,0.049,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Sri Lanka,LK,0.121,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",China,CN,0.113,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",India,IN,0.241,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Indonesia,ID,0.121,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Kenya,KE,0.237,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Malawi,MW,0.025,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Zimbabwe,ZW,0.011,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",United Republic of Tanzania,TZ,0.022,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Turkey,TR,0.018,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Uganda,UG,0.042,0.07,01620
A.06.01.003,Pig muscle,Denmark,DK,0.059,0.057,21113.02
A.06.01.003,Pig muscle,Germany,DE,0.083,0.057,21113.02
A.06.01.003,Pig muscle,Netherlands,NL,0.026,0.057,21113.02
A.06.01.003,Pig muscle,Poland,PL,0.761,0.057,21113.02
A.06.01.003,Pig muscle,Spain,ES,0.017,0.057,21113.02
A.06.01.003,Pig muscle,Belgium,BE,0.053,0.057,21113.02
