STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2017,,1.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2018,,1.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2019,,1.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2020,,1.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2021,,1.65,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2022,,1.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2023,,1.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AL,Albania,2024,,1.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2017,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2018,,0.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2019,,0.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2020,,0.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2021,,0.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2022,,0.18,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2023,,0.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2024,,0.18,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2017,,0.20,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2018,,0.20,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2019,,0.21,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2021,,0.20,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2022,,0.31,,b,break in time series,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2023,,0.26,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BA,Bosnia and Herzegovina,2024,,0.36,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2017,,0.52,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2018,,0.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2019,,0.57,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2020,,0.62,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2021,,0.63,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2022,,0.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2023,,0.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BE,Belgium,2024,,0.58,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2017,,0.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2018,,0.61,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2019,,0.50,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2020,,0.51,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2021,,0.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2022,,0.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2023,,0.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),BG,Bulgaria,2024,,0.65,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2017,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2018,,0.18,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2019,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2020,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2021,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2022,,0.18,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2023,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CH,Switzerland,2024,,0.16,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2017,,0.12,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2018,,0.12,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2019,,0.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2020,,0.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2021,,0.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2022,,0.12,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2023,,0.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CY,Cyprus,2024,,0.15,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2017,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2018,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2019,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2020,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2021,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2022,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2023,,0.05,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),CZ,Czechia,2024,,0.04,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2017,,0.37,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2018,,0.40,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2019,,0.39,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2020,,0.38,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2021,,0.40,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2022,,0.38,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2023,,0.37,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2024,,0.39,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2017,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2018,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2019,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2020,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2021,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2022,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2023,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),DK,Denmark,2024,,0.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2017,,0.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2018,,0.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2019,,0.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2020,,0.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2021,,0.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2022,,0.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2023,,0.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EE,Estonia,2024,,0.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2017,,2.67,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2018,,2.70,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2019,,2.61,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2020,,2.67,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2021,,3.11,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2022,,2.71,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2023,,2.27,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),EL,Greece,2024,,2.29,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2017,,18.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2018,,18.97,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2019,,17.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2020,,16.79,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2021,,16.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2022,,16.04,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2023,,16.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2024,,16.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2017,,0.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2018,,0.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2019,,0.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2020,,0.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2021,,0.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2022,,0.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2023,,0.08,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FI,Finland,2024,,0.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2017,,2.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2018,,2.14,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2019,,2.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2020,,2.17,,b,break in time series,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2021,,2.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2022,,2.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2023,,2.12,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),FR,France,2024,,2.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),HR,Croatia,2017,,0.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),HR,Croatia,2018,,0.08,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3100S,Tomatoes - under glass or high accessible cover,AR,Area (cultivation/harvested/production) (1000 ha),HR,Croatia,2019,,0.05,,,,,
